Show_ID,Type,Title,Country,Release_Year,Genre,IMDb_Rating,Duration,Rating Category
NF01059,TV Show,1059,UK,1985,Action,8.7,7 Seasons,Excellent
NF01060,Movie,1060,India,1996,Action,6.9,164 min,Good
NF01061,TV Show,1061,Canada,2016,Drama,5.2,8 Seasons,Average
NF01062,TV Show,1062,South Korea,2005,Sci-Fi,7.6,10 Seasons,Average
NF01063,TV Show,1063,India,2003,Action,8.2,8 Seasons,Excellent
NF01064,Movie,1064,Japan,2010,Action,6,88 min,Good
NF01065,TV Show,1065,USA,2013,Sci-Fi,6.2,7 Seasons,Average
NF01066,TV Show,1066,India,2005,Action,9.4,1 Seasons,Excellent
NF01067,TV Show,1067,Canada,2004,Comedy,7.3,7 Seasons,Good
NF01068,TV Show,1068,UK,1996,Romance,8.2,6 Seasons,Excellent
NF01069,TV Show,1069,USA,2025,Drama,6.8,2 Seasons,Good
NF01070,TV Show,1070,UK,2004,Comedy,9.4,1 Seasons,Excellent
NF01071,Movie,1071,South Korea,1999,Romance,5.4,148 min,Good
NF01072,TV Show,1072,Japan,1985,Romance,6.9,6 Seasons,Average
NF01073,TV Show,1073,Japan,2014,Drama,8,1 Seasons,Excellent
NF01074,Movie,1074,South Korea,1985,Action,9.1,127 min,Excellent
NF01075,TV Show,1075,Canada,2008,Thriller,9.3,7 Seasons,Excellent
NF01076,Movie,1076,India,2024,Action,5.8,93 min,Good
NF01077,Movie,1077,USA,1984,Sci-Fi,5,89 min,Average
NF01078,TV Show,1078,Canada,1995,Action,7.6,9 Seasons,Average
NF01079,TV Show,1079,India,1990,Sci-Fi,7,4 Seasons,Good
NF01080,Movie,1080,UK,1994,Comedy,7.5,85 min,Good
NF01081,Movie,1081,South Korea,1992,Romance,8.5,164 min,Excellent
NF01082,TV Show,1082,Canada,2019,Action,7.7,1 Seasons,Good
NF01083,TV Show,1083,UK,2003,Sci-Fi,8,5 Seasons,Excellent
NF01084,Movie,1084,India,2012,Drama,9.8,111 min,Excellent
NF01085,TV Show,1085,Japan,2011,Action,6.6,9 Seasons,Good
NF01086,TV Show,1086,South Korea,1980,Sci-Fi,8.8,10 Seasons,Excellent
NF01087,Movie,1087,USA,1988,Action,9.1,150 min,Excellent
NF01088,Movie,1088,South Korea,1995,Thriller,7.7,115 min,Good
NF01089,TV Show,1089,Japan,1981,Drama,7.7,8 Seasons,Good
NF01090,TV Show,1090,UK,2000,Romance,7.9,9 Seasons,Good
NF01091,Movie,1091,USA,2018,Sci-Fi,5.9,88 min,Good
NF01092,TV Show,1092,Japan,1992,Romance,7.4,10 Seasons,Average
NF01093,TV Show,1093,Japan,1984,Sci-Fi,5.4,3 Seasons,Good
NF01094,TV Show,1094,USA,2000,Romance,7,8 Seasons,Average
NF01095,TV Show,1095,Japan,2010,Romance,7.8,7 Seasons,Good
NF01096,Movie,1096,Canada,1999,Sci-Fi,7.7,69 min,Good
NF01097,TV Show,1097,Japan,1985,Romance,6.7,6 Seasons,Good
NF01098,Movie,1098,India,1981,Comedy,7.6,138 min,Average
NF01099,TV Show,1099,USA,2016,Drama,8,9 Seasons,Excellent
NF01100,TV Show,1100,India,1990,Action,9.6,10 Seasons,Excellent
NF01101,Movie,1101,South Korea,1990,Action,6.4,165 min,Good
NF01102,Movie,1102,India,1982,Comedy,8.3,83 min,Excellent
NF01103,Movie,1103,Japan,2004,Action,9.6,169 min,Excellent
NF01104,Movie,1104,UK,2006,Comedy,5.7,61 min,Good
NF01105,TV Show,1105,Japan,2016,Romance,5.2,9 Seasons,Average
NF01106,Movie,1106,USA,1990,Romance,7,108 min,Average
NF01107,TV Show,1107,UK,1988,Romance,8.2,4 Seasons,Excellent
NF01108,TV Show,1108,USA,1985,Romance,5.8,1 Seasons,Good
NF01109,TV Show,1109,South Korea,2006,Sci-Fi,5.2,3 Seasons,Average
NF01110,TV Show,1110,Canada,1985,Thriller,9.1,10 Seasons,Excellent
NF01111,TV Show,1111,India,2008,Drama,5.5,8 Seasons,Good
NF01112,Movie,1112,Canada,2026,Sci-Fi,9.1,74 min,Excellent
NF01113,Movie,1113,South Korea,2000,Romance,7.1,115 min,Good
NF01114,Movie,1114,Japan,1999,Comedy,8,167 min,Excellent
NF01115,TV Show,1115,Japan,2007,Drama,5.8,8 Seasons,Good
NF01116,Movie,1116,Japan,2000,Sci-Fi,9.6,149 min,Excellent
NF01117,Movie,1117,USA,2016,Thriller,7.8,133 min,Good
NF01118,TV Show,1118,India,1993,Romance,6.1,6 Seasons,Good
NF01119,Movie,1119,USA,1987,Comedy,5.1,179 min,Average
NF01120,TV Show,1120,USA,2015,Action,8.4,3 Seasons,Excellent
NF01121,Movie,1121,USA,1997,Drama,5.7,62 min,Good
NF01122,Movie,1122,South Korea,2002,Comedy,5.6,115 min,Average
NF01123,TV Show,1123,Japan,2003,Drama,7.6,2 Seasons,Average
NF01124,TV Show,1124,USA,2019,Action,9.3,4 Seasons,Excellent
NF01125,Movie,1125,USA,2017,Thriller,7.6,131 min,Good
NF01126,Movie,1126,Canada,2020,Drama,5.9,167 min,Good
NF01127,TV Show,1127,UK,1985,Comedy,9.4,5 Seasons,Excellent
NF01128,TV Show,1128,South Korea,2020,Romance,5.3,4 Seasons,Good
NF01129,TV Show,1129,South Korea,1990,Sci-Fi,8,2 Seasons,Excellent
NF01130,Movie,1130,Japan,2017,Sci-Fi,8.2,175 min,Excellent
NF01131,TV Show,1131,UK,1988,Sci-Fi,5.2,4 Seasons,Good
NF01132,TV Show,1132,India,1989,Comedy,9.7,3 Seasons,Excellent
NF01133,TV Show,1133,Canada,1995,Action,8.1,8 Seasons,Excellent
NF01134,TV Show,1134,UK,1998,Comedy,9.1,3 Seasons,Excellent
NF01135,TV Show,1135,Japan,2024,Drama,7.6,7 Seasons,Good
NF01136,TV Show,1136,South Korea,2003,Thriller,6.6,8 Seasons,Good
NF01137,Movie,1137,USA,1981,Comedy,5.9,119 min,Average
NF01138,TV Show,1138,India,1982,Romance,5.2,7 Seasons,Average
NF01139,TV Show,1139,USA,1982,Sci-Fi,5.6,9 Seasons,Average
NF01140,Movie,1140,Japan,1986,Thriller,8.6,140 min,Excellent
NF01141,TV Show,1141,South Korea,2020,Action,6.8,5 Seasons,Good
NF01142,TV Show,1142,UK,2020,Romance,5.2,5 Seasons,Average
NF01143,TV Show,1143,Japan,1980,Thriller,8.7,8 Seasons,Excellent
NF01144,Movie,1144,UK,2025,Comedy,7.5,154 min,Good
NF01145,TV Show,1145,Canada,1999,Drama,7,2 Seasons,Good
NF01146,TV Show,1146,Canada,1986,Romance,9.8,6 Seasons,Excellent
NF01147,TV Show,1147,Japan,2002,Drama,6.7,2 Seasons,Good
NF01148,TV Show,1148,India,1997,Sci-Fi,7.1,5 Seasons,Average
NF01149,TV Show,1149,USA,2002,Sci-Fi,9.6,10 Seasons,Excellent
NF01150,TV Show,1150,Japan,1987,Drama,5.7,1 Seasons,Good
NF01151,TV Show,1151,Canada,2021,Romance,7.4,7 Seasons,Average
NF01152,TV Show,1152,UK,2026,Action,7.5,9 Seasons,Good
NF01153,Movie,1153,Japan,2005,Drama,8.1,158 min,Excellent
NF01154,TV Show,1154,India,2000,Romance,6.3,3 Seasons,Good
NF01155,Movie,1155,Japan,2010,Romance,9.5,114 min,Excellent
NF01156,TV Show,1156,India,1988,Thriller,7.9,1 Seasons,Good
NF01157,TV Show,1157,India,2015,Comedy,6.4,2 Seasons,Good
NF01158,Movie,1158,Canada,2025,Thriller,5.5,79 min,Average
NF01159,Movie,1159,Japan,2007,Drama,9.3,171 min,Excellent
NF01160,Movie,1160,USA,2013,Sci-Fi,8.6,148 min,Excellent
NF01161,TV Show,1161,India,2015,Drama,8.9,8 Seasons,Excellent
NF01162,Movie,1162,South Korea,2015,Thriller,8.2,62 min,Excellent
NF01163,Movie,1163,USA,2023,Comedy,9.2,133 min,Excellent
NF01164,TV Show,1164,UK,1998,Thriller,5,10 Seasons,Good
NF01165,Movie,1165,Canada,2000,Thriller,9.3,111 min,Excellent
NF01166,TV Show,1166,UK,2001,Romance,6.7,3 Seasons,Good
NF01167,Movie,1167,Japan,2022,Thriller,8.6,173 min,Excellent
NF01168,TV Show,1168,Japan,2016,Thriller,8.3,8 Seasons,Excellent
NF01169,TV Show,1169,Japan,2013,Comedy,5.6,9 Seasons,Good
NF01170,Movie,1170,Canada,2008,Action,9.1,76 min,Excellent
NF01171,TV Show,1171,South Korea,2011,Sci-Fi,9.3,1 Seasons,Excellent
NF01172,TV Show,1172,USA,1986,Action,6.3,2 Seasons,Good
NF01173,TV Show,1173,USA,1997,Comedy,8.5,4 Seasons,Excellent
NF01174,Movie,1174,Canada,2014,Thriller,8.2,107 min,Excellent
NF01175,TV Show,1175,South Korea,2017,Comedy,9.3,1 Seasons,Excellent
NF01176,Movie,1176,India,2013,Drama,7,130 min,Good
NF01177,Movie,1177,UK,1995,Thriller,6,86 min,Good
NF01178,Movie,1178,South Korea,2022,Action,5.9,174 min,Average
NF01179,Movie,1179,USA,2008,Drama,6.2,176 min,Average
NF01180,Movie,1180,Japan,1988,Thriller,5.5,149 min,Average
NF01181,Movie,1181,India,2019,Drama,6.8,103 min,Average
NF01182,TV Show,1182,UK,2025,Romance,7.2,4 Seasons,Average
NF01183,Movie,1183,UK,2022,Romance,8.8,128 min,Excellent
NF01184,TV Show,1184,India,1982,Comedy,8.5,8 Seasons,Excellent
NF01185,Movie,1185,Japan,1981,Sci-Fi,8.2,177 min,Excellent
NF01186,Movie,1186,South Korea,2026,Thriller,5.8,166 min,Good
NF01187,TV Show,1187,Japan,2002,Sci-Fi,8.2,2 Seasons,Excellent
NF01188,Movie,1188,Canada,2020,Action,6.1,145 min,Good
NF01189,TV Show,1189,Japan,2013,Action,5.6,3 Seasons,Average
NF01190,Movie,1190,South Korea,1997,Drama,8,113 min,Excellent
NF01191,TV Show,1191,USA,1988,Comedy,5.4,1 Seasons,Good
NF01192,Movie,1192,UK,2008,Sci-Fi,7.3,122 min,Average
NF01193,TV Show,1193,India,2003,Drama,8.4,3 Seasons,Excellent
NF01194,TV Show,1194,Canada,2010,Action,6.9,4 Seasons,Good
NF01195,Movie,1195,USA,1989,Comedy,6.7,114 min,Average
NF01196,Movie,1196,Canada,1998,Action,8.5,87 min,Excellent
NF01197,Movie,1197,India,1987,Thriller,5.2,165 min,Good
NF01198,TV Show,1198,India,1995,Romance,8.1,4 Seasons,Excellent
NF01199,TV Show,1199,UK,2011,Thriller,9.8,3 Seasons,Excellent
NF01200,Movie,1200,UK,2022,Thriller,6.5,127 min,Good
NF01201,Movie,1201,Japan,1981,Thriller,9.5,145 min,Excellent
NF01202,TV Show,1202,South Korea,2013,Sci-Fi,6.5,7 Seasons,Good
NF01203,Movie,1203,Japan,2011,Thriller,9.8,97 min,Excellent
NF01204,TV Show,1204,South Korea,2026,Sci-Fi,8,3 Seasons,Excellent
NF01205,Movie,1205,USA,1981,Action,9.5,126 min,Excellent
NF01206,Movie,1206,South Korea,1986,Action,8.6,160 min,Excellent
NF01207,TV Show,1207,Japan,1987,Action,7.3,3 Seasons,Good
NF01208,Movie,1208,UK,2002,Comedy,5.6,105 min,Good
NF01209,Movie,1209,UK,1981,Comedy,8,134 min,Excellent
NF01210,TV Show,1210,Japan,2011,Comedy,8.5,8 Seasons,Excellent
NF01211,TV Show,1211,Japan,2021,Drama,7.4,9 Seasons,Good
NF01212,Movie,1212,Japan,2008,Action,6.8,104 min,Good
NF01213,Movie,1213,Canada,2025,Action,9.3,179 min,Excellent
NF01214,TV Show,1214,UK,1982,Romance,6.8,4 Seasons,Good
NF01215,Movie,1215,India,2013,Drama,8.4,138 min,Excellent
NF01216,TV Show,1216,India,2018,Comedy,7.4,9 Seasons,Good
NF01217,TV Show,1217,India,2005,Thriller,7.2,8 Seasons,Good
NF01218,Movie,1218,India,2012,Drama,7.7,89 min,Good
NF01219,TV Show,1219,Canada,2001,Thriller,7.9,6 Seasons,Good
NF01220,TV Show,1220,Canada,1999,Sci-Fi,8.5,9 Seasons,Excellent
NF01221,Movie,1221,South Korea,1999,Comedy,8.5,114 min,Excellent
NF01222,Movie,1222,Canada,1980,Comedy,7.5,85 min,Good
NF01223,Movie,1223,India,1993,Thriller,9.6,163 min,Excellent
NF01224,TV Show,1224,USA,1984,Thriller,9.8,5 Seasons,Excellent
NF01225,TV Show,1225,USA,1994,Thriller,6.5,7 Seasons,Good
NF01226,TV Show,1226,USA,1984,Sci-Fi,7.6,9 Seasons,Average
NF01227,TV Show,1227,USA,1984,Sci-Fi,7.7,4 Seasons,Good
NF01228,Movie,1228,Canada,2021,Drama,8.1,84 min,Excellent
NF01229,Movie,1229,Japan,1980,Drama,6,154 min,Good
NF01230,Movie,1230,UK,1980,Comedy,5.9,78 min,Average
NF01231,TV Show,1231,Canada,1986,Thriller,5.1,5 Seasons,Average
NF01232,Movie,1232,Japan,2002,Romance,9.4,63 min,Excellent
NF01233,Movie,1233,USA,2016,Sci-Fi,7.1,109 min,Good
NF01234,TV Show,1234,USA,2013,Sci-Fi,5.1,2 Seasons,Good
NF01235,TV Show,1235,USA,2001,Action,9.1,7 Seasons,Excellent
NF01236,Movie,1236,South Korea,2009,Romance,5.7,171 min,Good
NF01237,Movie,1237,South Korea,2018,Drama,8.5,166 min,Excellent
NF01238,Movie,1238,UK,1994,Comedy,5,113 min,Good
NF01239,TV Show,1239,UK,2010,Comedy,8.6,10 Seasons,Excellent
NF01240,TV Show,1240,Japan,1991,Comedy,6.7,5 Seasons,Good
NF01241,TV Show,1241,USA,2011,Action,5.2,3 Seasons,Average
NF01242,Movie,1242,South Korea,2013,Action,7.9,145 min,Average
NF01243,TV Show,1243,South Korea,1988,Drama,7.6,8 Seasons,Good
NF01244,TV Show,1244,Japan,1982,Romance,6.2,3 Seasons,Good
NF01245,Movie,1245,Canada,1995,Thriller,8.3,85 min,Excellent
NF01246,Movie,1246,UK,1983,Romance,5,149 min,Good
NF01247,TV Show,1247,South Korea,2016,Drama,7.7,4 Seasons,Average
NF01248,TV Show,1248,Japan,2019,Thriller,8,2 Seasons,Excellent
NF01249,TV Show,1249,South Korea,2013,Sci-Fi,9.1,2 Seasons,Excellent
NF01250,Movie,1250,UK,2001,Romance,8.3,142 min,Excellent
NF01251,TV Show,1251,South Korea,1989,Romance,6.9,9 Seasons,Good
NF01252,Movie,1252,Canada,2006,Drama,7.7,177 min,Average
NF01253,TV Show,1253,India,2001,Comedy,9.7,3 Seasons,Excellent
NF01254,Movie,1254,Canada,1984,Sci-Fi,6.8,161 min,Good
NF01255,TV Show,1255,Japan,1988,Drama,5.1,10 Seasons,Average
NF01256,Movie,1256,Canada,2008,Action,9,87 min,Excellent
NF01257,TV Show,1257,Japan,2015,Drama,7.8,10 Seasons,Good
NF01258,Movie,1258,USA,2009,Romance,8.6,117 min,Excellent
NF01259,TV Show,1259,Canada,2020,Action,5.6,10 Seasons,Good
NF01260,Movie,1260,India,1992,Sci-Fi,7.7,102 min,Average
NF01261,TV Show,1261,South Korea,1981,Drama,6.2,9 Seasons,Good
NF01262,Movie,1262,South Korea,2015,Drama,7.2,73 min,Average
NF01263,TV Show,1263,India,1982,Romance,9.2,2 Seasons,Excellent
NF01264,TV Show,1264,India,1987,Action,9.8,8 Seasons,Excellent
NF01265,TV Show,1265,Japan,2023,Comedy,8.6,7 Seasons,Excellent
NF01266,Movie,1266,Canada,1988,Thriller,8,84 min,Excellent
NF01267,TV Show,1267,India,2009,Drama,9.6,7 Seasons,Excellent
NF01268,Movie,1268,USA,1996,Sci-Fi,6.5,144 min,Good
NF01269,Movie,1269,UK,2009,Romance,9.1,139 min,Excellent
NF01270,TV Show,1270,India,2001,Comedy,8.4,1 Seasons,Excellent
NF01271,Movie,1271,USA,1993,Drama,9.5,149 min,Excellent
NF01272,TV Show,1272,Canada,2015,Drama,6,1 Seasons,Good
NF01273,Movie,1273,Japan,2000,Thriller,9.2,102 min,Excellent
NF01274,TV Show,1274,UK,2015,Sci-Fi,5.5,3 Seasons,Good
NF01275,Movie,1275,India,1983,Action,6.7,167 min,Average
NF01276,TV Show,1276,South Korea,1983,Comedy,8.8,5 Seasons,Excellent
NF01277,Movie,1277,USA,2021,Romance,6.5,98 min,Good
NF01278,Movie,1278,Canada,1997,Drama,5.6,166 min,Average
NF01279,TV Show,1279,India,1987,Romance,7.1,7 Seasons,Average
NF01280,Movie,1280,South Korea,1997,Action,7.3,140 min,Good
NF01281,Movie,1281,Canada,2014,Thriller,5,175 min,Good
NF01282,TV Show,1282,South Korea,2022,Sci-Fi,9.7,5 Seasons,Excellent
NF01283,TV Show,1283,India,2023,Drama,9.6,9 Seasons,Excellent
NF01284,TV Show,1284,South Korea,1997,Sci-Fi,7.7,1 Seasons,Good
NF01285,Movie,1285,UK,1987,Action,7.9,104 min,Good
NF01286,TV Show,1286,Canada,2025,Romance,8.2,8 Seasons,Excellent
NF01287,TV Show,1287,UK,1992,Romance,7.5,6 Seasons,Good
NF01288,TV Show,1288,Japan,2022,Action,9.7,1 Seasons,Excellent
NF01289,Movie,1289,South Korea,1987,Action,5.5,170 min,Good
NF01290,Movie,1290,India,1986,Thriller,9.3,101 min,Excellent
NF01291,TV Show,1291,South Korea,1996,Thriller,9.5,10 Seasons,Excellent
NF01292,Movie,1292,UK,1998,Comedy,9.8,115 min,Excellent
NF01293,Movie,1293,USA,1980,Romance,6,65 min,Good
NF01294,TV Show,1294,UK,2011,Sci-Fi,5.1,3 Seasons,Average
NF01295,TV Show,1295,South Korea,1991,Drama,7.7,1 Seasons,Average
NF01296,TV Show,1296,UK,1982,Drama,6.1,9 Seasons,Good
NF01297,Movie,1297,South Korea,2010,Action,7.1,94 min,Average
NF01298,Movie,1298,Canada,2023,Drama,8.3,139 min,Excellent
NF01299,TV Show,1299,India,1992,Comedy,8,10 Seasons,Excellent
NF01300,TV Show,1300,UK,1984,Thriller,7.8,4 Seasons,Good
NF01301,TV Show,1301,Canada,1994,Drama,6.2,1 Seasons,Good
NF01302,TV Show,1302,South Korea,1990,Romance,6.6,1 Seasons,Average
NF01303,TV Show,1303,South Korea,1996,Thriller,5.1,5 Seasons,Average
NF01304,Movie,1304,Japan,2012,Action,8.5,121 min,Excellent
NF01305,Movie,1305,Canada,2000,Drama,9.6,97 min,Excellent
NF01306,Movie,1306,India,1982,Sci-Fi,5.1,100 min,Good
NF01307,TV Show,1307,Canada,1999,Romance,5,3 Seasons,Average
NF01308,TV Show,1308,USA,2008,Action,6,4 Seasons,Average
NF01309,Movie,1309,India,1987,Drama,8.2,97 min,Excellent
NF01310,TV Show,1310,South Korea,2006,Thriller,5.4,3 Seasons,Good
NF01311,TV Show,1311,India,2002,Romance,9.2,8 Seasons,Excellent
NF01312,Movie,1312,South Korea,2019,Comedy,8.7,105 min,Excellent
NF01313,Movie,1313,Canada,1991,Action,8.8,171 min,Excellent
NF01314,Movie,1314,USA,2005,Action,5.1,174 min,Good
NF01315,TV Show,1315,India,2017,Thriller,8.3,10 Seasons,Excellent
NF01316,Movie,1316,India,2019,Action,6.7,164 min,Good
NF01317,Movie,1317,Canada,2023,Thriller,8.4,69 min,Excellent
NF01318,TV Show,1318,Japan,1980,Drama,7.2,8 Seasons,Good
NF01319,TV Show,1319,South Korea,1987,Sci-Fi,9.8,5 Seasons,Excellent
NF01320,Movie,1320,USA,2024,Sci-Fi,6.1,163 min,Good
NF01321,Movie,1321,UK,2002,Action,6.8,101 min,Average
NF01322,Movie,1322,South Korea,2021,Sci-Fi,8,64 min,Excellent
NF01323,TV Show,1323,Canada,1995,Romance,8.5,1 Seasons,Excellent
NF01324,TV Show,1324,UK,2014,Drama,8,9 Seasons,Excellent
NF01325,TV Show,1325,USA,1980,Comedy,6.2,6 Seasons,Good
NF01326,TV Show,1326,UK,2011,Comedy,6.9,1 Seasons,Average
NF01327,TV Show,1327,Canada,1990,Comedy,8.8,2 Seasons,Excellent
NF01328,Movie,1328,India,2024,Drama,8.9,111 min,Excellent
NF01329,Movie,1329,UK,2002,Sci-Fi,5.9,110 min,Good
NF01330,Movie,1330,Canada,1980,Comedy,7.7,106 min,Average
NF01331,Movie,1331,Canada,2025,Romance,7.6,173 min,Good
NF01332,Movie,1332,India,2006,Sci-Fi,7.7,150 min,Good
NF01333,TV Show,1333,Canada,1985,Comedy,8.4,8 Seasons,Excellent
NF01334,TV Show,1334,Canada,1992,Sci-Fi,6.2,3 Seasons,Good
NF01335,Movie,1335,UK,2006,Thriller,8.4,163 min,Excellent
NF01336,TV Show,1336,South Korea,2014,Thriller,5.4,9 Seasons,Good
NF01337,TV Show,1337,UK,2024,Action,7.5,4 Seasons,Average
NF01338,Movie,1338,UK,2001,Thriller,8.7,152 min,Excellent
NF01339,TV Show,1339,India,1995,Sci-Fi,8.9,4 Seasons,Excellent
NF01340,Movie,1340,Canada,2005,Sci-Fi,6.9,91 min,Good
NF01341,Movie,1341,Japan,1991,Comedy,5.3,158 min,Average
NF01342,TV Show,1342,UK,2023,Comedy,7.4,4 Seasons,Average
NF01343,Movie,1343,USA,2003,Romance,5.5,161 min,Good
NF01344,TV Show,1344,UK,1996,Sci-Fi,8.4,1 Seasons,Excellent
NF01345,Movie,1345,Japan,1992,Comedy,6.9,113 min,Good
NF01346,TV Show,1346,UK,1985,Drama,6,5 Seasons,Average
NF01347,Movie,1347,USA,1987,Sci-Fi,7.6,174 min,Average
NF01348,TV Show,1348,India,1997,Drama,5,8 Seasons,Good
NF01349,TV Show,1349,India,2017,Romance,9.2,5 Seasons,Excellent
NF01350,Movie,1350,USA,2007,Sci-Fi,7.6,93 min,Good
NF01351,TV Show,1351,USA,1993,Drama,7.1,2 Seasons,Good
NF01352,TV Show,1352,Canada,2005,Thriller,7,2 Seasons,Good
NF01353,TV Show,1353,UK,1980,Thriller,5.1,2 Seasons,Good
NF01354,TV Show,1354,USA,2005,Action,9.1,1 Seasons,Excellent
NF01355,TV Show,1355,India,2012,Romance,5.4,10 Seasons,Good
NF01356,Movie,1356,USA,2000,Thriller,5,127 min,Average
NF01357,TV Show,1357,Canada,2006,Comedy,8.4,6 Seasons,Excellent
NF01358,TV Show,1358,India,2017,Romance,6.9,3 Seasons,Good
NF01359,Movie,1359,India,2025,Drama,8.4,67 min,Excellent
NF01360,Movie,1360,Japan,1995,Sci-Fi,6.2,150 min,Good
NF01361,TV Show,1361,USA,2009,Drama,7.9,10 Seasons,Average
NF01362,Movie,1362,India,2025,Action,9.7,78 min,Excellent
NF01363,TV Show,1363,UK,1999,Comedy,9.8,8 Seasons,Excellent
NF01364,TV Show,1364,USA,1988,Drama,9.7,6 Seasons,Excellent
NF01365,Movie,1365,Canada,1986,Sci-Fi,9.2,90 min,Excellent
NF01366,TV Show,1366,Canada,1994,Comedy,8.7,3 Seasons,Excellent
NF01367,TV Show,1367,India,2020,Action,7.5,10 Seasons,Good
NF01368,Movie,1368,Canada,1988,Romance,6.4,96 min,Good
NF01369,Movie,1369,USA,2014,Action,7.1,106 min,Average
NF01370,Movie,1370,Japan,1984,Thriller,6.6,128 min,Good
NF01371,TV Show,1371,USA,1998,Comedy,9.3,1 Seasons,Excellent
NF01372,TV Show,1372,Canada,2016,Sci-Fi,9,1 Seasons,Excellent
NF01373,Movie,1373,UK,2015,Sci-Fi,7.6,131 min,Good
NF01374,TV Show,1374,Canada,1997,Comedy,9.8,2 Seasons,Excellent
NF01375,Movie,1375,UK,2016,Thriller,5.5,127 min,Good
NF01376,Movie,1376,Japan,2017,Comedy,7.1,87 min,Average
NF01377,TV Show,1377,UK,2010,Action,6,2 Seasons,Good
NF01378,TV Show,1378,Canada,1986,Thriller,6.9,1 Seasons,Average
NF01379,TV Show,1379,Canada,2004,Romance,8.1,9 Seasons,Excellent
NF01380,Movie,1380,Canada,1994,Action,7,72 min,Good
NF01381,Movie,1381,UK,2004,Romance,6.8,69 min,Good
NF01382,Movie,1382,USA,2013,Romance,6.3,142 min,Average
NF01383,TV Show,1383,Japan,1988,Thriller,8.1,10 Seasons,Excellent
NF01384,TV Show,1384,Canada,1996,Thriller,7.7,4 Seasons,Good
NF01385,Movie,1385,Japan,2018,Thriller,7.6,178 min,Good
NF01386,Movie,1386,USA,1987,Sci-Fi,8.2,125 min,Excellent
NF01387,Movie,1387,UK,2012,Thriller,9.1,85 min,Excellent
NF01388,Movie,1388,South Korea,1990,Romance,6.1,111 min,Good
NF01389,TV Show,1389,South Korea,1985,Drama,7.8,5 Seasons,Average
NF01390,Movie,1390,India,2012,Drama,8.8,141 min,Excellent
NF01391,Movie,1391,Canada,2006,Sci-Fi,7.4,112 min,Good
NF01392,Movie,1392,India,2021,Comedy,8.7,127 min,Excellent
NF01393,Movie,1393,Japan,2012,Action,8,120 min,Excellent
NF01394,TV Show,1394,USA,2003,Action,8.4,6 Seasons,Excellent
NF01395,Movie,1395,UK,2000,Comedy,7.7,124 min,Good
NF01396,TV Show,1396,USA,2000,Action,6,3 Seasons,Good
NF01397,Movie,1397,Canada,2016,Drama,6.5,65 min,Average
NF01398,Movie,1398,Japan,2001,Thriller,6.6,65 min,Average
NF01399,Movie,1399,Japan,2010,Thriller,8.8,65 min,Excellent
NF01400,Movie,1400,UK,1982,Sci-Fi,5.3,138 min,Good
NF01401,TV Show,1401,USA,2022,Thriller,5.3,9 Seasons,Average
NF01402,TV Show,1402,USA,2025,Drama,5.4,4 Seasons,Average
NF01403,TV Show,1403,UK,2019,Sci-Fi,6,8 Seasons,Average
NF01404,TV Show,1404,South Korea,2018,Action,7.2,6 Seasons,Average
NF01405,TV Show,1405,USA,2015,Drama,9.3,3 Seasons,Excellent
NF01406,TV Show,1406,USA,2015,Romance,6.9,2 Seasons,Good
NF01407,Movie,1407,UK,1989,Romance,5.7,91 min,Average
NF01408,TV Show,1408,Canada,1992,Action,7.8,8 Seasons,Average
NF01409,TV Show,1409,USA,2023,Romance,5.5,6 Seasons,Good
NF01410,TV Show,1410,India,2018,Comedy,8.5,5 Seasons,Excellent
NF01411,Movie,1411,Canada,2016,Sci-Fi,5.6,124 min,Good
NF01412,Movie,1412,USA,1990,Thriller,8.1,123 min,Excellent
NF01413,TV Show,1413,USA,1986,Romance,7.8,9 Seasons,Good
NF01414,TV Show,1414,USA,2018,Sci-Fi,6,2 Seasons,Good
NF01415,TV Show,1415,UK,2014,Drama,6.7,5 Seasons,Average
NF01416,TV Show,1416,India,2000,Thriller,5.5,1 Seasons,Average
NF01417,TV Show,1417,Canada,1998,Sci-Fi,6.5,7 Seasons,Average
NF01418,Movie,1418,Japan,2011,Comedy,6.1,143 min,Average
NF01419,TV Show,1419,South Korea,1986,Drama,7.9,10 Seasons,Average
NF01420,TV Show,1420,USA,1983,Sci-Fi,5.9,4 Seasons,Good
NF01421,TV Show,1421,South Korea,1991,Drama,7.6,9 Seasons,Average
NF01422,Movie,1422,USA,2010,Action,8.6,162 min,Excellent
NF01423,Movie,1423,South Korea,2011,Comedy,7.2,150 min,Good
NF01424,TV Show,1424,South Korea,1984,Sci-Fi,5.5,9 Seasons,Good
NF01425,TV Show,1425,India,2012,Comedy,7.7,6 Seasons,Average
NF01426,Movie,1426,India,1990,Action,9.2,134 min,Excellent
NF01427,TV Show,1427,Japan,2025,Thriller,7,8 Seasons,Good
NF01428,Movie,1428,South Korea,1986,Sci-Fi,7,121 min,Good
NF01429,Movie,1429,USA,1981,Drama,9.4,85 min,Excellent
NF01430,TV Show,1430,USA,1998,Drama,8.9,10 Seasons,Excellent
NF01431,TV Show,1431,India,1989,Romance,7.3,1 Seasons,Good
NF01432,Movie,1432,South Korea,1991,Thriller,6.6,178 min,Good
NF01433,TV Show,1433,UK,2022,Sci-Fi,8.9,4 Seasons,Excellent
NF01434,Movie,1434,India,1990,Sci-Fi,6.6,175 min,Good
